,num,text
1485,2,многочисленный платный согласный вначале следующий следующий брендовый косметический платный ясный понятный затем подолгу счетахза скоро новый отстойный должный говный бесплатно должный внутренний должный личный рано отвратительный грязный ношеный новый добросовестный честный
1486,2,любимый неприемлимо стандартный хороший непонятный приблизительный маленький большой точный общий очень обычный
1487,2,предостаточнопервый главный дешево вайлберисдействительно
1488,2,домашний дорогой долго сразу редко клиентоориентированный хамоватый внутренний дикий равный нечно легко рядом
1489,2,рано хороший наоборот равный пока очень удобный недовольный
1490,2,алчный жадный солидный мало сразу хилый разный неизбежный недобросовестный
1491,2,рано очень нормальный последний плохой хороший грязный мокрый честно нетза пока вовремя
1492,2,давно часто вообще последний плохо плохо ужасный отвратительно однажды дважды попросту последний откровенно испорченный
1493,2,отличный доступный практически почтовый
1494,2,рваный лысый дома очень назад полный заведомо
1495,2,добрый подряд бешеный вообще полный долго постоянный местный полный
1496,2,дозволенный массовый давний практически разный лично судебный честно
1497,2,также настоящий возможный недоступный специально навряд
1498,2,населенный сторонний отдельно встроенный абсолютно неподошедший дешевый давно платный действоватьнедавно вероятно личный похожий искомый
1499,2,несколько собственный опытомпервый новый фарфоровый светлый целофановый целый особенно хрупкий высокий последний последний самостоятельно возврат снова несколько певый полностью простой
1500,2,очень часто неприятный хороший интересный хороший веселый примерно неделя везучий подобный явно
1501,2,рано обычный тональный полностью причем абсолютно пока равномерный пятно бюджетный
1502,2,рано очень часто различный легко сначала обратно кудатый полный
1503,2,последний полный далее одинаковый разный буквально дешевый дорогой неоплаченный честный огромный быстрый некорректный кудатый
1504,2,ошибочно полный торговый далее обратно возможный постоянно занятый соответственно письменный аналогичный очередной новый активно обратный своевременно письменно мочь полный кстати многократный принятый впредь безнаказанный мошеннический генеральный полный невостребованный полный
1505,2,нормальный абсолютно отвратный специально плохой незатейливый некачественный затем стандартный лично наплевательский кстати
1506,2,сразу напрямую напрямую огромный старый волшебный стоиткрасный текстильный постельный хороший выводыкак мало напоследок часто
1507,2,предыдущий сначала реально повторно
1508,2,обязательный полный популярный обязательный вообще грубый вообще впредь вообще навсегда
1509,2,ошибочный вовремя нормальный вовремя сразу моральный рано низко подобный частый быстро частый
1510,2,бесполезно гордый южный низкий местный практически сразу соответственно дешевый некачественный
1511,2,практически очень пока часто мягко подругомувначале детский умный английский долго бракованный обратно технически сложный честно неприятный личный фактически автоматически денежный определенный интересный денежный осторожный окончательно детский ужасный причинамно дома вообще поношенныйобратно обратно примутпросто
1512,2,последний сортировочный сегодня неоднократный курьерский сортировочный последний новый прошедший специально непредсказуемый конкретный определеныобратный неинформативный нулевой очень информативный четрертый обратный обратно бесплатный курьерский длительный личный личный также самостоятельно доставкувот
1513,2,валберис плохо рано ужасный актуальный заранее
1514,2,самостоятельно наверное ошибочно следующий новый новый общий реально сегодня несколько тупой вообще денежный общий
1515,2,частый разный привлекательный рядом также однажды большой белый маленький следующий бракованный сортировочный очень быстро абсолютно равный часто потенциальный пока очень очень тщательно моральный дорогой
1516,2,скидка поганый торговый поганый нужный далеко торговый свинский четко внятно
1517,2,официальный разный очень
1518,2,давно очень большой удобный большой практически необходимый хороший пока штатный новый сразу долго повторно видный повторно сегодня недостаточно странный длительный нормальный должный должный давно очевидно корректно должный домой вообще личный готовый электронный должный спокойно пока незакрытый двойной пока неполученный честно вопервый должный разный интересный туго двойной электронный обязанный незаконно незакрытый досудебный
1519,2,сначала абсолютно бестолковый очень большой большой точно неопределенный полный
1520,2,добросовестный сразу неделя красиво
1521,2,несомненный большой полный сегодня вполне хороший сегодня очередной сразу монополист налицо
1522,2,основной обратный понятно возможно удобный общий дорого долго адекватный похожий отвратительный непредвиденный
1523,2,довольный последний вообще вниз платный возвратный хороший грязный очень общий
1524,2,бесплатный доставкий автоматически форменный
1525,2,денежный личный денежный внимательный
1526,2,давно разный далеко рано хороший внезапно сразу обратно мочь справкусейчас скоро просто судя похожий сразу домой обратно ношеный увиделилично даром нужный
1527,2,технически сложный виноватый далее моральный неинтересно
1528,2,неплохой большой легкий заново главный очень пока высокий высокий жлобстовый высокий следующий первоначально большой
1529,2,срочно избалованный расплывчатый точно часто рядом необязательный
1530,2,рано часто равный значительно дешевый обычный нижний очень пышный очередной черный довольный назад нужный похожий целый вообще сухой дважды пока общий затем обратно обратный сильно сложно обратно
1531,2,высоко рано низкий вообще
1532,2,сегодня садовый единственный безрезультатный нерадивый неплохой немного честно добросовестно
1533,2,специально нужный щас действительно левый разный достаточно обязательно колхозный местный
1534,2,мобильный дешевый бесплатно следующий партнерский думский готовый значный значный верный домой следующий шаблонный партнерский сначала похожий абсолютно шаблонный действительно правильно технический изначально партнерский
1535,2,небольшой вниз вмегда советский последний
1536,2,реально тутто плохо дома детально осторожный наплевательский поверхностностный
1537,2,микшерный невозвратный евгений большой академический включитьмикшерный согласно торговый крайне разочарованный
1538,2,недавний лояльный недавно неправильный бесполезно вообще сплошной дешевый
1539,2,практически наверное рано пресловутый естественно прозрачно мутно удобный нужный онлайн бесплатный спокойно неладный бесплатный особый отдаленный северный естественно обратный должный вначале недоступный соответственно недоступный вообще отдельный отнюдь радостный общий удобный выгодный далеко редко редко
1540,2,открытый дорого
1541,2,фуфловый изначальный заоблачный гораздо автомобильный
1542,2,большой указанный новый личный объективный сразу тактичный сразу связанный бракованный напрямую положительный одноразовый
1543,2,постоянный мягкий исключительно должный рабочий должный бракованный изначально вовремя
1544,2,сначала большой необходимый неплохой вовремя полностью возможный поначалу часто лишний далеко пока чудесный тогдатый кстати финансовый должный сегодня назад сразу затем общий очень
1545,2,краснодарский сегодня шаблонный изначально
1546,2,дорогой впервые наличный процентный мало постоянный мягко очень обычный многий втридорога мелкий должный также особенно странно неприятно общий новый
1547,2,новый грязный практически хороший некачественный сомнительный скоро
1548,2,большой низкий низкий китайский хороший прилично защитный прилично аналоговый плохой дешево приложенияпостоянно чистый уютный приветливый милый девушкибесплатный
1549,2,изначально настоящий интересный ортопедический начальный официальный также дорогой качественный
1550,2,очень странный последний вайлдберризнесколько назад должный сумасшедший очень новый когдатый лояльный
1551,2,полный очень плохой вообще отдельный
1552,2,уважаемый возможный внушительный полный отдельный вообще далее долго личный порусски
1553,2,невыкупленный редко
1554,2,менее нормальный окончательно заведомо неудобный несмотря сразу сразу лично сложный кстати
1555,2,дешевый вообще впредь
1556,2,сложнотехнический онлайн сервисный мочь далее сложнотехнический письменно жалоба сложный подобный
1557,2,треснуть заведомо бракованный
1558,2,благополучно поздно бесполезный
1559,2,постоянный очень сразу очень долго сортировочный бермудский стандартный очень определенный
1560,2,специально заранее сегодня периодически личный сортировочный высоко
1561,2,знакомый давно многий общий предварительный откровенно правильный ранее обычный
1562,2,готовый последний ева общий сильно
1563,2,давно постоянный рано скидка хороший часто хороший переодически сомнительный переодически недавно дешевый резко рискиндивидуальный необоснованно пока очень
1564,2,темный сразу компьютерный сервисный следом ноутбук ребенок рабочий неработающий производственный неправильный неремонтнопригодный сновый сервисный далее рабочий магазинеможно носок колоссальный
1565,2,бракованный неский
1566,2,настолько сильно общий технически сложный виноватый кстати
1567,2,сущевский следующий повторный повторный повторно следующий предыдущий ленивый сначала гениальный несколько сегодняшний очень похожий известный
1568,2,дважды очевидный защитный дважды
1569,2,изначально вполне положительный давно наверное быстрый быстрый следующий назад сразу неприятный сразу следующий назад очень важный
1570,2,заветный нужный напрасный судя официальный ежедневно целый горячий общий
1571,2,многий знакомый довольный видимо достаточно дешевый прежде сначала первоначальный специально дешево закупочный известный прошлый соответственно ванный хороший должный повторно подробно правильно правильно нормально сразу видимо новый проблематичный несколько симпатичный также заодно сразу большеватый приемлемый хороший постоянный сразу определенный подряд плохо
1572,2,очень давно плохо весьма платный полный подпольный рваный грязный дорого белый изначальный рано очень часто редко ужасно самостоятельно самостоятельно уважаемый
1573,2,прямо размерный полностью нестандартный мало довольный милый вамлучше близкий фирменный довольный целый огромный
1574,2,большой наличный вскоре безналичный главный аналогичный несколько мало сразу снова обычно актуальный очень неудобный гораздо рано сомнительный вовсе максимальный прошедший давно значительный особенно недавно
1575,2,очень удобный сначала сначала
1576,2,рано максимальный бракованный бесплатный точно бесплатный больший
1577,2,ленивый последний удобный примерно очень быстрый удаленный жилой яркий фиолетовый легко примерочный недавний привычный накопительный определенный соответственно также дешево хороший дешево недавний вовсе общий рано очередной последний плохой также часто спортивный вообще отдельный очень долго срочный вообще дохлый несмотря долгий
1578,2,очень большой максимальный личный смело рано стремительно личный волшебный обычный обычный страшно русский отказный обратно лично отвратительный однозначно альтернативный
1579,2,примерный особо очень бестолковый быстро чужой новый сразу персональный
1580,2,несколько летудобно примерочный вежливый оригинальный уверенный разный обязательный социальный мало безопасный масочный постоянный
1581,2,нижний должный положенный личный
1582,2,давно последний резко главный лично нужный выгодно похожий лично мелкий мятый понятный пониманиемный полностью совершенно лично главный мелкий точно удобный также обратно удобный когдатый нужный нормальный
1583,2,очень совершенно значительно неблагоприятный
1584,2,онлайн стандартный стандартный
1585,2,длительный больший оборотный точно неприятный самостоятельно четко нужный бедно особенно пока платный платный небольшой авито скоро хороший
1586,2,давно практически бракованный максимально затем большой аналогичный
1587,2,очень сразу сильно дешевый хороший клиентский большой клиентский здорово зарубежный подарочный подарочный очень грустно намного коммерчески очень часто сторонний дешево ленивый дешевый личный клиентский обязательно удачный шоппингастранный бесплатный клиентский бонусный постоянный клиентский
1588,2,счастливый сразу сразу заученный шаблонный совершенно вынужденный наверное честно временный последний последний очень приличный
1589,2,отличный домашний отдельный странный странный кстати снова молча вообще точно
1590,2,рано определенный большой кухонный возврат видимо вместе вообще электронный подряд длительный ошибочно точно вновь новый нужный подобный вновь видимо должный
1591,2,должный сегодня неоднократно клиентский личный денежный однотипный юридический обычный недоставленный аналогичный судебный законыправо обязательно добавочный
1592,2,подарочный потеряныестественно впредь очень хороший
1593,2,рано постоянно дешевый действительно приятно обязательный редкий рано
1594,2,единственный честный очевидный далеко вначале затем скоро намеренийвот
1595,2,сильно маленький сразу маленький снова снова актуальный большой должный снова снова
1596,2,приятный очень хороший спортивный интересный должный большой должный
1597,2,долгий снова личный возврат официальный денежный календарный полный подобный различный соответствующий
1598,2,хороший ужасный большой часто быстрый часто некачественный откровенный реально последний личный естественно дома прежний вообще должный дома звонкаотвратительный отвратительный
1599,2,плохо давно нерадивый настоящий любимый хороший низкий хороший дома настоящий явный плохо неровный похожий явно недоброкачественный низкий приличный подряд низкий впередстранный сверху вниз отдельный указанный вообще тихо нужный этакий сложно исправно мало
1600,2,качественный фирменный очень похожий знакомый внезапно платный сразу должный бедный ужасный сервисомхорошо зловещий новый
1601,2,позитивный быстрый курьерский практически населенный большой крайне недавний возврат физически крупный вовремя физически неважно следующий должный сильно следующий личный личный фактически надлежащий личный должный электронный смочь хотелатаким дополнительный трудноститакже четкий дальнейший недействительный физически повторно неприемлемый давно необходимый противный
1602,2,видный жирный маленький розничный брендакак намного вообще нормально обратно
1603,2,обратно шик вроде внешний шикарный внешний ужасный примерно прошлый мало равный вообще вчера сегодня короткий
1604,2,очень часто различный очень бесплатный недалеко ерундасейчас плохо вообще отдельный крупный уверенный дважды нужный положительный ладнонемный кстати многий силиконовый хозяйственный точно хилый хороший плохой женский детский мужской разный несколько понятный ценовой любимый немного карантинный онлайн особо нормальный ограничительный касательно давно онлайн тк рано сложно тц ниже ежедневно ежечасно сказочный очень негативный касательно обратно буквально онлайн новый платный публичный сложно ольгидалый отдельный дно
1605,2,очень давно последний резко косметический официальный низко косметический часто пустой гиалуроновый нужный домой защитный похожий
1606,2,единственный ужасный женский ненужный
1607,2,добрый повседневный дорогой полный заявленый хороший единственный хороший качественный
1608,2,нормально нахрен нужный скидкамиличный личный личный заманчиво нахрен нужный известный
1609,2,несколько откровенный бесплатный судя
1610,2,личный очень очередной скоро попутно различный подобный немало следовательно пока немалый подводный
1611,2,постепенно стоковый вовсе откровенный ровно назад левый парсен полный трижды письменный большой
1612,2,постоянно заученый ужасный
1613,2,плохой положительный точно единый рваный детский специально обязательно нормальный детский абсолютно подобный вообще
1614,2,постельный сразу постоянно спальный дешевый сразу неправильно вложенный четко должный полодительный должный далее интересный обратно должный прочий проблематичный дополнительный должный дополнительно дешево маленький постельный очень
1615,2,знаменитый большой менее приличный барский текстильный оправданный продажный
1616,2,сразу некачественный аналогичный независимый реальный менее летний понятный неважно видимо обязательно отрицательный личный явно бракованный сразу отказный незначительный сложно бракованный обидно очень дорогой эксклюзивный наличный сразу очень тщательный минимально собственный неважно санкционный постоянный новый особый редкий взрослый
1617,2,стандартный сразу заново тупо нужный
1618,2,приличный очень лишний предварительный несмотря сразу нужный
1619,2,возврат совершенно некомпетентный финансовый материально ответственный вообще отдельный способныгрустно отличный непонятно низко разрядный непрофессиональный
1620,2,часто размерный далее отрицательный практически быстрый часто также должный максимальный
1621,2,сегодня невозмутимо подругому личный дополнительный умышленный служебный удобно спокойно активно большой постоянно всеравный
1622,2,готовавообще катастрофически здорово прекрасно пока однажды мелкий сразу разный часто разный соответственно разбитапервый меньший домой плавно маленький следующий новый радостный задний домой кед вчера хороший ранее повторно аналогичный пока сразу скоро несчастный очередной вряд мило быстро денежный подобный
1623,2,пресловутый
1624,2,назад честный часто некачественный отрицательный положительный некачественный большой отрицательный видимо мало отрицательный положительный смешно белый казенный сразу автоматический автоматический также исключительно
1625,2,удобно бесплатный большой пока интересный постоянный низкий меняпомоему очевидный очень неприятно дорогой постоянный
1626,2,малый должный вообще удивительный постоянный должный действительно
1627,2,большой несколько хороший последний вообще дурацкий прекрасный настолько плохой новогодний неправильный неправильный назад естественно большой назад общий неправильный специально специально повторный общий внимательный далеко
1628,2,назад долго широкий действительно крутой крайне следующий заранее сразу менее нормальный высоко
1629,2,сегодня детский валберис благополучно новый плоский характерный размерный аккуратно заранее четко человеческий сначала фирменный вообще обратно категорически
1630,2,постоянный явный специально огромный далеко плохой откровенный огромный грубо китайский польский должный отдельный старый обидный последний
1631,2,многий кстати частенько назад временно финансовый очень приинтересный забавно узкий явно рано потенциальный абсолютно очень ранее старый
1632,2,давно акционный нужный несколько нужный последний зарезервированный правильно
1633,2,назад сначала начальный последний резко дешевый дешево существенно постоянный хоккейный пока след неправильный согласный независимый сразу лично качественный
1634,2,сначала
1635,2,несколько дешевый местный вообще следующий нужный внешний вообще заранее общий бесплатный низко
1636,2,абсолютно психически неуравновешенный прямо люмпен
1637,2,очень давно довольный многокилометровый торговый разный вполне достойный абсолютно печально постоянно слишком большой предварительный должный гибкий бескомпромиссный удобный четко повышенный также должный предварительный вообще должный
1638,2,сегодня фирменный постоянный полный небольшой мало неправильный сложный технически указанный фирменный дешевый совершенно негативный также
1639,2,обратно испорченный очень внимательно
1640,2,рано часто удобный довольно быстрый удобный особенно уверенный приличный случайно неприятный общий совершенно неудобно достойный
1641,2,достаточно низкий также очень брендовый низкий достаточно удобный легко непонятный снова полный специально прекрасно простой полностью топорный обязательный хороший абсолютно снова новый достаточно странный очень ненужный особенно далеко очень платный должный большой большой ладно должный непонятно платный нужный общий непонятный
1642,2,последний возможный разный равный неоднократно шаблонный очень заказ необходимый
1643,2,последний ужасный последний близкий реальный рано дополнительно
1644,2,сильно хороший очень оригинальный плохой оригинальный примерочный дорогой оригинальный очень опасно главный платный назад очень хрупкий часто испорченный новый очень
1645,2,добрый достаточно популярный немногочисленный последний очень шаговый последний всеравно бракованный откровенно слабый редко
1646,2,далеко прочий последний последний вписаный домой вписаный аккуратно
1647,2,очень хороший единственный плюспервый очень неприятный предварительно вообще глупо нужный подойдетвторое денежный откровенный длительный чужой денежный вообще
1648,2,давно довольно большой хороший сразу давно дозволенный китайский прочий клиентский непонятно неясно плохой достойный внимательно честно внимательно хороший
1649,2,рано часто часто вопервый абсолютно вовторых платный вообще должный специально сегодня сразу
1650,2,единственный очень сильно простоотвратительный часто реальный некого негативный ложный
1651,2,стиральный альтернативный далеко заплаченавообще обратно
1652,2,постоянно редко последний учебный дорогой гораздо дешево постоянно платный мятый пока простой мерзкий постоянно дорого отвратительный
1653,2,сразу сегодня обязанный общий крайне надувательский
1654,2,очень разочарованный давно индивидуальный личный буквально обратный бесплатный платный вообще скрин обратный платный совершенно выгодно должный крайне недовольный вообще хороший
1655,2,далекий минимальный буквально постоянно настоящий постоянно долгий
1656,2,сегодня сразу недавно пластмассовый своевременный рано качественный доступный полный
1657,2,удобный богатый приемлемый мелкий нужный дежурный часто мягко часто конкретно рано нужный снова однажды безрезультатно платный бесплатно платный вообще определенный бесплатный определенный вообще старый удивительный рано последний сортировочный снова замкнутый дома полезный уравновешенный
1658,2,уплотнительный повторно должный дважды хороший
1659,2,белый сразу сразу должный бракованный
1660,2,явный несмотря явный рано очень обычный снова крайний
1661,2,очень очень лишний хороший неприятный вообще невозможно рано трудно долго возможно обратный бракованный мало рано очень крайний
1662,2,детский снайперский оптический сразу некачественный похоже немного дорого кстати ранее разбитый всячески отрицательный ненормативный
1663,2,обычно быстро сразу совершенно мебельный нормальный рядом пока недостаточно внимательно вообще рабочий тупо беспомощный новый виноватый научнопознавательный равный бесполезный махнулановый вновь нелепый сразу сразу одобренопараллельно тупо пока настоящий безальтернативный крайний малый
1664,2,кассовый безакцептный наличный особый периодический этакий бесплатный также сначала неправильный бесполезно очередной тупой сразу бракованный быстро навозный
1665,2,постепенно хороший несмотря большой
1666,2,правильный последний совершенно звездмертвый сперва новый бестолковый непричастный ранее телефонный торговый терминыторговый мобильный потенциальный мобильный технический обычный
1667,2,дома простой сенсорный совершенно сенсорный абсолютно нужный невозвратный отвратительный
1668,2,новый должный обратный обратный последний лично
1669,2,вначале отлично значительно редко однажды платный вниз ошибочный сразу последний бракованный должный возможно постоянно
1670,2,торговый сегодня габаритный ювелирный быстрый личный ручной постепенно единственно редкий сразу нужный круглый внушительный честный проверенный хамский несколько торговый юридически практически правильный выгодный последний
1671,2,подарочный рваный облезлый недобросовестный естественно позорно платно равносильный непригодный кстати туалетный
1672,2,обычный вполне приемлемый технический согласный невнимательный сразу пока
1673,2,назад сначала идеально дома очень банковский многий новый неясный детский неверно указаный размерный последний изначально сразу общий
1674,2,довольно редко бракованный мертвый закрытый подобный затем постоянный большой новый бракованный обычный дальнейший заново денежный далее платный бракованный общий огромный
1675,2,джинсовый текстильный нормальный хороший видимо возвратный непотребный рваный следующий положительный
1676,2,нужный неверный несколько незаконно конкретный общий редкий незаконно давно разный торговый регулярно скоро соответствующий
1677,2,платный платный сразу неисправный дорого обычный брендовчасто зашвырканый ненадлежащий несколько намного редко
1678,2,известный разный торговый личный малоизвестный очень хороший невысокий приятный известный известный сомнительный автомобильный моторный неоднократно стиральный
1679,2,возможно нарочно обязательно обратный конкретно технический нет2 следующий вообще толком прошлый
1680,2,рано постоянно удобный надежный последний почемуто должный дорогой вообще должный пока рано классный персональный
